ASPECT,fourier analysis,1,"[{'start_char': 0, 'form': 'Fourier Analysis', 'end_char': 16}]",0.3736640588473621
ASPECT,periodic signals,1,"[{'start_char': 20, 'form': 'Periodic Signals', 'end_char': 36}]",0.31567660684318744
ASPECT,fourier analysis,1,"[{'start_char': 4, 'form': 'Fourier Analysis', 'end_char': 20}]",0.3736640588473621
ASPECT,periodic signals</h3,1,"[{'start_char': 24, 'form': 'Periodic Signals</h3', 'end_char': 44}]",0.3081851637804481
ASPECT,h3,1,"[{'start_char': 1, 'form': 'h3', 'end_char': 3}]",0.2988977911368622
ASPECT,\sum_{k=-n}^n a_k,1,"[{'start_char': 27, 'form': '\\sum_{k=-N}^N a_k', 'end_char': 44}]",0.35213860978461065
ASPECT,a_k,1,"[{'start_char': 0, 'form': 'a_k', 'end_char': 3}]",0.7723944280161202
ASPECT,square wave,1,"[{'start_char': 441, 'form': 'square wave', 'end_char': 452}]",1.0
ASPECT,triangle wave,1,"[{'start_char': 460, 'form': 'triangle wave', 'end_char': 473}]",0.7503510042545112
OPINION,complex amplitude,1,"[{'start_char': 928, 'form': 'complex amplitudes', 'end_char': 946}]",0.5162984846650833
OPINION,complex exponential,1,"[{'start_char': 997, 'form': 'complex exponentials', 'end_char': 1017}]",0.5030923204765121
ASPECT,"class=""glyphicon glyphicon",1,"[{'start_char': 172, 'form': 'class=""glyphicon glyphicon', 'end_char': 198}]",0.4747231709759135
ASPECT,"class=""flink bkeq",1,"[{'start_char': 79, 'form': 'class=""flink bkeq', 'end_char': 96}]",0.47178606254955124
ASPECT,synthesis,1,"[{'start_char': 161, 'form': 'synthesis', 'end_char': 170}]",0.40084664594345093
ASPECT,frequency,1,"[{'start_char': 279, 'form': 'frequencies', 'end_char': 290}]",0.3937087707924758
ASPECT,fourier analysis,1,"[{'start_char': 687, 'form': 'Fourier analysis', 'end_char': 703}]",0.3736640588473621
ASPECT,\sum_{k=-n}^n a_k,1,"[{'start_char': 1169, 'form': '\\sum_{k=-N}^N a_k', 'end_char': 1186}]",0.35213860978461065
ASPECT,synthesis,1,"[{'start_char': 94, 'form': 'Synthesis', 'end_char': 103}]",0.40084664594345093
ASPECT,"class=""panel panel",1,"[{'start_char': 5, 'form': 'class=""panel panel', 'end_char': 23}]",0.3852973966868045
ASPECT,sinusoidal signals</div,1,"[{'start_char': 107, 'form': 'Sinusoidal Signals</div', 'end_char': 130}]",0.32272776800398684
ASPECT,panel-default,1,"[{'start_char': 18, 'form': 'panel-default', 'end_char': 31}]",0.29192888152173957
ASPECT,lab</strong,1,"[{'start_char': 77, 'form': 'Lab</strong', 'end_char': 88}]",0.27926713599508224
ASPECT,"class=""panel-body""><strong",1,"[{'start_char': 50, 'form': 'class=""panel-body""><strong', 'end_char': 76}]",0.27926713599508224
ASPECT,x_n(t,1,"[{'start_char': 0, 'form': 'x_N(t', 'end_char': 5}]",0.32394739484588464
ASPECT,spectrum,1,"[{'start_char': 182, 'form': 'spectrum', 'end_char': 190}]",0.43609037181866683
ASPECT,synthesis,1,"[{'start_char': 94, 'form': 'synthesis', 'end_char': 103}]",0.40084664594345093
OPINION,synthesized signal \(x_n(t)\,1,"[{'start_char': 202, 'form': 'synthesized signal \\(x_N(t)\\', 'end_char': 230}]",0.36356129916982194
ASPECT,art,1,"[{'start_char': 23, 'form': 'art', 'end_char': 26}]",0.36287786318751
ASPECT,component of fourier analysis,1,"[{'start_char': 59, 'form': 'components of Fourier analysis', 'end_char': 89}]",0.3024244308805469
ASPECT,original periodic signal,1,"[{'start_char': 143, 'form': 'original periodic signal', 'end_char': 167}]",0.2914333635465462
ASPECT,major component,1,"[{'start_char': 53, 'form': 'Major components', 'end_char': 69}]",0.2818161796292956
ASPECT,signal \(x_n(t)\,1,"[{'start_char': 214, 'form': 'signal \\(x_N(t)\\', 'end_char': 230}]",0.2818161796292956
ASPECT,relationship,1,"[{'start_char': 118, 'form': 'relationship', 'end_char': 130}]",0.2639704810357033
ASPECT,original,1,"[{'start_char': 254, 'form': 'original', 'end_char': 262}]",0.2598340449612942
ASPECT,square wave,1,"[{'start_char': 0, 'form': 'Square wave', 'end_char': 11}]",1.0
ASPECT,square wave,1,"[{'start_char': 4, 'form': 'Square Wave', 'end_char': 15}]",1.0
ASPECT,t_0,1,"[{'start_char': 140, 'form': 'T_0', 'end_char': 143}]",0.5227241015616192
ASPECT,\frac{1}{2,2,"[{'start_char': 70, 'form': '\\frac{1}{2', 'end_char': 80}, {'start_char': 110, 'form': '\\frac{1}{2', 'end_char': 120}]",0.4313168600853291
ASPECT,t_0 \leq t \leq,1,"[{'start_char': 122, 'form': 'T_0 \\leq t \\leq', 'end_char': 137}]",0.43075362098454556
ASPECT,\text{for,2,"[{'start_char': 48, 'form': '\\text{for', 'end_char': 57}, {'start_char': 98, 'form': '\\text{for', 'end_char': 107}]",0.33459972532309123
ASPECT,\begin{case,1,"[{'start_char': 24, 'form': '\\begin{cases', 'end_char': 36}]",0.29515752000756523
ASPECT,t_0\\,1,"[{'start_char': 82, 'form': 'T_0\\\\', 'end_char': 87}]",0.2669837297536544
ASPECT,square wave,1,"[{'start_char': 488, 'form': 'square wave', 'end_char': 499}]",1.0
ASPECT,\frac{1}{2,2,"[{'start_char': 248, 'form': '\\frac{1}{2', 'end_char': 258}, {'start_char': 288, 'form': '\\frac{1}{2', 'end_char': 298}]",0.4313168600853291
ASPECT,t_0 \leq t \leq,1,"[{'start_char': 300, 'form': 'T_0 \\leq t \\leq', 'end_char': 315}]",0.43075362098454556
ASPECT,\text{for,2,"[{'start_char': 226, 'form': '\\text{for', 'end_char': 235}, {'start_char': 276, 'form': '\\text{for', 'end_char': 285}]",0.33459972532309123
ASPECT,"class=""flink bkimg",1,"[{'start_char': 370, 'form': 'class=""flink bkimg', 'end_char': 388}]",0.3097667119258548
ASPECT,signal,1,"[{'start_char': 446, 'form': 'signal', 'end_char': 452}]",0.3091434076136966
ASPECT,h3,1,"[{'start_char': 1, 'form': 'h3', 'end_char': 3}]",0.2988977911368622
ASPECT,square wave</h3,1,"[{'start_char': 8, 'form': 'Square Wave</h3', 'end_char': 23}]",0.2932521532230221
ASPECT,sq-wave,1,"[{'start_char': 399, 'form': 'sq-wave', 'end_char': 406}]",0.2865096181144425
ASPECT,plot,1,"[{'start_char': 433, 'form': 'plot', 'end_char': 437}]",0.2844296516626994
ASPECT,square wave,1,"[{'start_char': 0, 'form': 'Square wave', 'end_char': 11}]",1.0
ASPECT,fourier series coefficient,1,"[{'start_char': 13, 'form': 'Fourier series coefficients', 'end_char': 40}]",0.4849379041802827
ASPECT,square wave,1,"[{'start_char': 16, 'form': 'square wave', 'end_char': 27}]",1.0
ASPECT,fourier series,1,"[{'start_char': 0, 'form': 'Fourier series', 'end_char': 14}]",0.7380166241141499
ASPECT,art,1,"[{'start_char': 10, 'form': 'art', 'end_char': 13}]",0.36287786318751
ASPECT,chapter03,1,"[{'start_char': 0, 'form': 'Chapter03', 'end_char': 9}]",0.3574173971808584
ASPECT,wave signal,1,"[{'start_char': 54, 'form': 'wave signal', 'end_char': 65}]",0.296769016927421
ASPECT,plot,1,"[{'start_char': 35, 'form': 'Plot', 'end_char': 39}]",0.2844296516626994
ASPECT,cycle&#8221,1,"[{'start_char': 84, 'form': 'cycle&#8221', 'end_char': 95}]",0.26521706638861936
ASPECT,sq-wave-50-percent,1,"[{'start_char': 14, 'form': 'sq-wave-50-percent', 'end_char': 32}]",0.26392907505907404
ASPECT,\pm,6,"[{'start_char': 71, 'form': '\\pm', 'end_char': 74}, {'start_char': 78, 'form': '\\pm', 'end_char': 81}, {'start_char': 85, 'form': '\\pm', 'end_char': 88}, {'start_char': 118, 'form': '\\pm', 'end_char': 121}, {'start_char': 125, 'form': '\\pm', 'end_char': 128}, {'start_char': 132, 'form': '\\pm', 'end_char': 135}]",0.5264488798576245
ASPECT,\frac{1}{2,1,"[{'start_char': 152, 'form': '\\frac{1}{2', 'end_char': 162}]",0.4313168600853291
ASPECT,\begin{case,1,"[{'start_char': 24, 'form': '\\begin{cases', 'end_char': 36}]",0.29515752000756523
ASPECT,\ldots\\,2,"[{'start_char': 93, 'form': '\\ldots\\\\', 'end_char': 101}, {'start_char': 139, 'form': '\\ldots\\\\', 'end_char': 147}]",0.27349770810187984
ASPECT,\frac{1}{j\pi k,1,"[{'start_char': 42, 'form': '\\frac{1}{j\\pi k', 'end_char': 57}]",0.27320243604971906
ASPECT,a_k,1,"[{'start_char': 0, 'form': 'a_k', 'end_char': 3}]",0.7723944280161202
ASPECT,\frac{1}{2,1,"[{'start_char': 0, 'form': '\\frac{1}{2', 'end_char': 10}]",0.4313168600853291
ASPECT,t_0,1,"[{'start_char': 30, 'form': 'T_0', 'end_char': 33}]",0.5227241015616192
ASPECT,\frac{1}{2,1,"[{'start_char': 0, 'form': '\\frac{1}{2', 'end_char': 10}]",0.4313168600853291
ASPECT,t_0 \leq t \leq,1,"[{'start_char': 12, 'form': 'T_0 \\leq t \\leq', 'end_char': 27}]",0.43075362098454556
ASPECT,a_k,1,"[{'start_char': 0, 'form': 'a_k', 'end_char': 3}]",0.7723944280161202
ASPECT,a_0,1,"[{'start_char': 0, 'form': 'a_0', 'end_char': 3}]",0.3868309816447292
ASPECT,a_k,1,"[{'start_char': 0, 'form': 'a_k', 'end_char': 3}]",0.7723944280161202
ASPECT,k\neq,1,"[{'start_char': 0, 'form': 'k\\neq', 'end_char': 5}]",0.31277095950013756
ASPECT,a_k,1,"[{'start_char': 0, 'form': 'a_k', 'end_char': 3}]",0.7723944280161202
ASPECT,t_0,1,"[{'start_char': 0, 'form': 'T_0', 'end_char': 3}]",0.5227241015616192
ASPECT,k\to\infty,1,"[{'start_char': 0, 'form': 'k\\to\\infty', 'end_char': 10}]",0.2801200268553405
ASPECT,square wave,2,"[{'start_char': 1443, 'form': 'square wave', 'end_char': 1454}, {'start_char': 2426, 'form': 'square wave', 'end_char': 2437}]",1.0
ASPECT,a_k,3,"[{'start_char': 708, 'form': 'a_k', 'end_char': 711}, {'start_char': 993, 'form': 'a_k', 'end_char': 996}, {'start_char': 1465, 'form': 'a_k', 'end_char': 1468}]",0.7723944280161202
ASPECT,\pm,6,"[{'start_char': 2585, 'form': '\\pm', 'end_char': 2588}, {'start_char': 2592, 'form': '\\pm', 'end_char': 2595}, {'start_char': 2599, 'form': '\\pm', 'end_char': 2602}, {'start_char': 2632, 'form': '\\pm', 'end_char': 2635}, {'start_char': 2639, 'form': '\\pm', 'end_char': 2642}, {'start_char': 2646, 'form': '\\pm', 'end_char': 2649}]",0.5264488798576245
ASPECT,t_0,7,"[{'start_char': 751, 'form': 'T_0', 'end_char': 754}, {'start_char': 899, 'form': 'T_0', 'end_char': 902}, {'start_char': 1120, 'form': 'T_0', 'end_char': 1123}, {'start_char': 1208, 'form': 'T_0', 'end_char': 1211}, {'start_char': 1986, 'form': 'T_0', 'end_char': 1989}, {'start_char': 2059, 'form': 'T_0', 'end_char': 2062}, {'start_char': 2116, 'form': 'T_0', 'end_char': 2119}]",0.5227241015616192
ASPECT,fourier series coefficient,1,"[{'start_char': 1408, 'form': 'Fourier Series coefficients', 'end_char': 1435}]",0.4849379041802827
ASPECT,"class=""glyphicon glyphicon",3,"[{'start_char': 610, 'form': 'class=""glyphicon glyphicon', 'end_char': 636}, {'start_char': 1826, 'form': 'class=""glyphicon glyphicon', 'end_char': 1852}, {'start_char': 3081, 'form': 'class=""glyphicon glyphicon', 'end_char': 3107}]",0.4747231709759135
